20,5,6,24,60153.0
0
99,53,77,68,57,14
64,74,67,54,26,31
37,90,61,14,95,81
51,25,96,94,60,82
45,11,33,5,59,79
1
60,53,20,27,48,96
83,87,4,51,25,88
60,83,2,22,17,43
55,56,59,77,24,19
17,94,30,73,89,28
2
35,32,99,93,49,25
63,5,40,28,33,85
78,55,86,18,65,17
66,81,93,53,59,43
52,38,85,9,84,26
3
49,10,22,87,65,78
35,5,98,54,33,97
54,97,69,50,63,90
34,1,39,28,43,16
31,100,34,26,86,30
4
12,100,95,3,78,1
53,5,86,40,25,65
45,77,74,59,49,15
67,78,68,19,1,18
32,43,77,95,54,55
5
79,4,44,26,30,81
7,41,12,6,53,83
94,82,46,63,98,75
83,78,87,66,43,77
75,93,1,87,58,60
6
33,55,75,16,78,74
74,65,36,35,67,76
14,49,16,25,19,74
94,54,7,25,88,13
44,44,34,85,99,63
7
26,72,61,29,5,45
25,48,20,78,34,76
72,51,60,20,100,10
40,56,93,6,3,50
17,48,4,86,9,94
8
15,10,8,84,43,90
91,48,98,89,31,37
29,48,83,25,72,21
10,94,58,14,12,54
78,1,64,81,69,54
9
12,44,5,20,89,6
48,82,84,22,36,84
93,80,54,81,8,75
4,84,91,55,95,4
14,53,92,18,23,49
10
96,12,99,58,72,71
26,50,28,18,18,67
71,64,52,50,99,39
22,60,22,15,94,39
66,87,15,13,20,48
11
44,19,77,35,9,38
88,65,1,62,57,42
26,55,61,62,16,63
35,85,55,29,71,4
86,11,30,33,92,70
12
37,6,35,54,83,80
74,11,50,1,17,12
54,71,36,9,43,65
2,20,62,81,36,26
19,99,21,34,67,19
13
67,80,66,49,32,16
90,7,45,55,1,60
75,24,64,73,9,66
38,9,92,40,57,18
23,10,69,25,93,19
14
86,87,32,8,46,48
53,83,23,66,48,93
30,1,18,34,94,19
11,96,9,2,56,78
42,86,78,92,28,6
15
78,100,33,90,63,94
27,6,44,73,19,7
58,78,7,91,91,55
18,4,70,35,35,86
77,92,97,74,50,40
16
50,79,48,53,83,90
61,29,86,98,15,100
68,26,19,79,41,19
11,76,85,25,34,46
52,21,25,26,42,32
17
95,16,56,55,57,14
78,96,50,12,77,20
51,12,82,54,19,69
69,4,50,42,37,29
30,66,86,4,57,36
18
81,47,29,33,42,57
21,64,34,94,6,95
20,13,71,90,30,7
38,85,39,100,36,24
81,59,61,75,69,14
19
43,6,97,52,67,5
100,18,95,54,56,9
59,72,3,23,69,63
3,90,4,31,79,73
54,40,25,73,55,22
