20,10,3,17,102844.0
0
84,1,72
29,77,37
39,66,3
64,78,28
55,87,59
47,19,53
68,63,74
14,78,90
37,26,85
1,3,43
1
30,10,87
50,61,27
29,13,27
53,21,25
39,40,19
66,26,30
37,96,29
11,26,14
100,27,68
99,3,93
2
25,57,16
6,7,29
15,29,90
64,17,85
11,47,3
38,58,49
86,66,98
83,85,85
74,2,61
28,34,51
3
40,91,36
37,13,44
72,86,81
100,25,63
14,51,98
41,2,24
5,40,48
15,19,12
76,60,95
55,43,86
4
56,12,48
61,64,78
40,71,82
41,16,89
52,33,85
93,68,72
80,61,47
94,45,34
87,12,85
63,15,60
5
35,31,97
62,100,82
11,38,43
13,48,49
59,77,23
71,73,29
39,51,69
38,81,24
17,73,22
78,38,58
6
90,85,61
18,65,84
95,53,26
39,55,98
60,27,5
89,55,72
1,62,98
1,95,60
57,39,22
47,64,45
7
12,54,48
5,73,66
85,67,5
90,3,60
9,6,21
66,28,71
42,40,64
46,69,37
64,11,77
50,44,53
8
4,8,77
42,1,20
100,27,64
2,21,7
98,6,74
78,46,91
12,64,46
26,66,38
88,86,97
52,14,27
9
53,62,61
55,74,37
85,31,20
56,1,91
87,29,29
47,87,13
67,12,67
11,52,14
59,59,10
60,42,44
10
85,24,76
55,13,95
26,64,61
84,52,32
59,45,5
60,68,44
66,72,7
94,12,17
37,91,47
20,74,92
11
26,76,86
9,90,7
91,20,5
6,58,70
43,52,72
10,81,51
30,32,32
35,14,21
20,17,94
24,14,26
12
67,27,56
99,6,98
29,10,58
58,11,94
19,75,71
74,84,99
80,34,3
46,47,22
75,98,31
61,81,90
13
5,48,1
81,85,72
88,11,20
18,13,21
5,34,42
48,11,33
14,8,32
50,25,26
71,38,9
55,82,56
14
74,13,69
41,71,53
26,75,47
19,66,8
44,26,72
97,95,92
21,8,97
78,2,86
63,10,54
47,54,26
15
8,4,14
88,1,25
78,76,13
39,9,97
44,4,34
100,72,38
85,22,62
77,91,41
63,70,13
25,70,32
16
32,25,31
74,13,57
53,69,43
53,37,4
81,52,27
27,38,93
26,100,63
93,20,76
8,4,88
14,68,98
17
84,6,77
42,86,47
48,19,64
42,22,39
28,84,34
32,79,60
40,100,63
94,23,68
8,11,42
75,96,66
18
18,86,92
5,71,68
32,84,45
89,11,26
68,9,76
79,61,62
88,54,27
55,24,89
2,56,97
65,65,4
19
19,29,32
89,62,39
88,4,100
77,22,77
3,37,34
45,68,62
83,95,40
77,27,25
41,16,10
89,17,28
