20,10,6,20,109382.0
0
38,8,100,94,33,73
18,14,20,8,5,66
46,49,10,80,66,34
7,43,28,24,39,82
63,7,67,88,14,34
88,88,89,27,27,20
44,85,83,31,65,86
63,75,16,55,70,90
17,77,16,8,56,20
48,60,17,26,50,99
1
83,73,20,58,3,69
36,8,57,19,56,10
37,34,94,96,16,45
42,32,77,53,92,2
29,24,54,35,85,7
81,9,4,46,34,89
19,100,63,59,23,62
6,53,11,85,55,16
59,51,45,91,32,34
65,37,88,39,89,15
2
39,11,19,55,10,72
95,61,51,5,18,84
88,37,27,76,98,90
65,34,48,44,38,100
32,52,35,36,49,95
80,20,90,27,1,22
1,63,5,22,39,20
57,69,90,27,31,91
92,4,46,77,39,11
35,86,66,66,26,80
3
80,29,13,42,16,35
14,45,15,47,46,41
23,48,62,81,97,92
88,5,18,6,52,2
65,94,69,65,87,50
53,41,27,88,33,37
20,92,30,37,85,12
42,30,81,29,31,66
36,95,10,23,42,54
79,93,63,6,3,45
4
38,44,81,38,70,38
15,94,65,14,36,43
90,56,27,14,1,54
43,48,34,99,79,14
88,70,42,64,5,31
17,14,39,21,77,19
23,80,51,77,59,66
90,34,19,47,49,98
51,42,56,76,77,22
37,52,37,21,29,55
5
28,11,57,64,9,31
89,41,38,68,53,47
97,34,72,8,53,35
65,70,91,26,73,90
44,19,60,41,58,2
57,41,94,17,80,13
92,91,26,71,8,10
26,2,45,55,79,61
22,74,80,81,17,7
86,47,91,93,23,33
6
92,19,70,94,5,16
21,55,78,71,59,12
12,46,41,53,17,92
19,35,12,29,67,14
54,85,17,77,20,8
32,25,53,76,10,55
24,79,87,40,70,95
64,87,68,93,92,95
99,75,68,66,37,84
95,37,88,69,84,64
7
38,2,6,68,72,83
47,86,95,28,69,40
27,86,91,25,80,53
14,19,20,59,64,97
37,28,35,53,50,31
49,21,72,45,62,74
14,42,73,48,48,54
6,29,22,46,86,56
36,13,25,1,42,23
66,54,92,96,99,89
8
26,9,65,19,22,50
97,99,87,73,31,86
42,84,7,34,61,51
36,46,88,64,82,41
25,91,75,76,34,69
19,66,36,97,66,40
33,100,7,17,39,86
1,43,98,15,100,64
76,76,40,59,85,24
63,41,59,43,63,60
9
45,64,5,78,75,38
24,31,1,22,91,15
94,5,61,15,54,36
39,40,14,75,10,12
39,26,79,80,90,94
52,19,9,17,16,5
66,23,47,13,4,48
24,17,22,62,78,58
3,7,65,15,69,67
36,89,35,52,65,63
10
61,33,100,21,58,12
23,63,38,48,80,40
96,22,63,54,47,30
84,79,69,52,71,60
90,30,75,6,2,82
45,100,84,35,34,59
56,11,96,9,73,73
2,78,60,29,37,26
17,25,55,72,82,51
28,27,32,49,41,1
11
72,3,78,39,17,10
27,28,50,15,20,60
73,97,65,68,92,86
75,76,31,73,54,20
49,78,9,64,80,68
16,25,94,99,67,63
70,65,87,36,29,65
86,14,69,50,13,62
26,7,24,49,83,55
82,46,45,6,77,88
12
89,38,58,43,48,4
74,50,1,37,96,12
78,91,76,39,37,24
63,41,64,38,82,21
82,2,90,57,60,79
66,37,10,20,54,3
10,18,10,10,76,83
47,56,51,63,6,38
28,100,54,21,61,46
18,48,52,58,88,21
13
41,31,4,22,99,42
74,53,59,44,71,83
4,86,96,90,41,44
12,43,46,82,84,24
67,1,41,40,90,43
19,15,3,67,2,73
50,63,72,51,50,92
92,23,26,26,71,79
66,52,98,8,58,15
21,71,38,3,54,4
14
62,81,49,3,1,13
39,77,44,18,77,100
46,55,24,5,13,10
12,18,25,99,15,7
69,31,45,32,66,23
100,50,26,37,83,37
49,35,77,75,93,57
62,60,24,64,22,98
23,11,2,98,80,1
70,62,36,43,1,73
15
72,99,25,14,54,52
92,48,80,26,49,13
13,12,77,73,48,15
32,81,59,18,45,22
56,16,32,7,84,45
17,69,36,12,35,50
73,87,69,91,38,29
70,93,93,40,36,47
50,38,13,50,55,35
69,72,65,29,37,53
16
72,49,4,35,50,23
47,36,77,54,38,81
26,68,45,82,93,16
96,1,82,66,24,48
68,14,64,96,34,83
61,100,34,5,48,92
13,11,68,32,95,70
39,10,30,77,77,100
32,86,42,33,34,93
64,70,19,3,54,86
17
16,72,16,1,70,56
71,49,4,52,58,21
18,54,13,22,17,13
24,69,25,22,28,89
86,95,25,99,67,79
14,35,91,44,89,23
44,1,5,2,48,35
90,32,72,3,16,82
81,27,20,85,24,61
53,12,78,44,74,73
18
11,49,97,99,42,81
99,90,24,3,46,64
8,56,22,18,2,3
37,8,41,79,38,21
51,72,82,35,3,13
28,8,19,61,67,31
4,45,23,88,33,87
62,66,10,38,63,33
47,93,36,26,14,29
34,47,67,85,20,20
19
87,71,41,57,98,78
68,46,32,41,74,84
10,68,44,70,91,99
16,22,74,78,71,29
33,97,86,49,62,3
39,27,24,20,65,69
41,69,12,40,3,21
76,63,3,95,45,37
46,96,25,45,71,28
71,81,28,27,28,93
