20,5,2,7,50677.0
0
51,7
71,24
92,57
16,83
61,23
1
9,59
88,28
26,57
92,94
28,73
2
84,75
24,4
42,24
23,20
74,73
3
79,28
95,53
22,13
94,55
42,85
4
75,10
82,39
31,71
71,19
31,22
5
42,84
47,90
32,74
70,27
41,72
6
40,35
54,16
63,93
83,60
95,96
7
64,29
21,51
38,32
3,74
43,34
8
33,74
100,64
79,92
93,15
24,58
9
78,75
57,1
24,74
23,57
9,21
10
8,43
32,86
77,60
98,68
64,93
11
15,28
63,91
42,18
75,72
67,32
12
17,20
4,87
97,13
18,47
51,94
13
93,7
71,25
23,5
6,34
98,71
14
63,78
88,60
67,65
65,73
57,45
15
88,27
89,95
93,91
48,86
66,46
16
24,31
82,69
51,8
97,99
6,26
17
3,36
39,31
50,83
11,74
74,42
18
15,59
9,45
21,27
94,74
12,3
19
100,20
83,74
22,100
94,76
96,45
