20,5,6,14,62082.0
0
29,38,76,72,71,47
86,1,45,46,78,2
65,89,53,16,50,32
34,81,46,92,81,92
70,66,59,32,29,44
1
75,30,58,62,27,72
16,65,97,31,51,98
15,41,38,23,21,4
90,58,91,74,29,90
96,8,64,54,82,19
2
24,1,12,20,70,76
16,48,60,82,33,26
37,17,72,29,83,55
76,70,25,24,85,81
31,53,37,3,98,39
3
51,27,44,93,51,93
49,82,2,16,61,52
75,56,34,98,92,62
41,5,62,15,41,36
19,48,18,45,22,89
4
77,97,26,46,31,71
90,20,83,32,88,35
49,82,32,58,91,59
86,62,14,65,62,53
70,17,61,86,11,50
5
50,52,10,17,40,39
22,97,60,66,34,18
99,90,81,16,72,60
15,54,24,89,76,66
65,56,33,51,91,42
6
79,7,2,15,79,14
26,65,56,10,92,7
44,13,58,44,72,31
31,21,53,44,8,81
33,75,25,81,72,78
7
8,74,78,56,69,53
6,9,63,15,26,90
8,67,60,35,95,23
63,41,92,86,2,49
66,90,71,30,49,72
8
86,88,74,9,75,15
37,77,85,68,96,60
37,69,21,14,91,95
22,54,55,79,18,67
1,16,30,15,28,13
9
76,72,6,21,96,49
11,54,80,63,44,56
23,8,53,17,21,71
37,13,52,93,59,41
33,26,78,95,42,18
10
27,30,75,91,62,11
66,74,89,77,44,98
95,71,85,15,58,90
81,77,31,27,47,95
64,59,97,30,98,51
11
9,54,50,44,55,62
21,47,56,46,41,58
69,88,64,89,91,69
23,56,16,6,73,83
54,85,5,26,73,29
12
31,71,95,5,67,29
38,43,71,88,99,63
54,44,24,65,45,83
67,7,88,20,54,76
17,64,56,29,85,34
13
97,75,7,51,77,15
95,1,51,35,45,35
51,78,31,42,50,57
42,32,90,48,23,49
7,25,64,40,43,99
14
79,28,15,96,2,17
81,40,61,54,18,87
53,32,92,84,69,4
28,57,83,49,51,82
14,53,21,37,56,65
15
77,26,58,57,92,97
92,79,80,96,46,11
25,79,19,48,92,57
73,32,39,33,82,85
2,19,56,99,87,93
16
21,92,85,33,61,40
99,31,42,79,97,63
18,62,47,65,63,20
46,17,86,21,48,47
61,27,26,48,72,5
17
43,93,3,12,26,85
86,40,93,93,38,81
48,42,8,73,62,76
45,53,8,6,86,58
88,51,87,41,72,21
18
20,4,50,65,94,90
45,30,1,88,5,45
32,27,45,58,8,95
17,76,67,4,5,80
64,26,79,89,91,66
19
58,82,24,44,37,76
71,48,76,7,61,64
60,32,65,20,39,60
27,69,9,14,6,98
95,90,29,46,58,6
