20,5,3,3,50563.0
0
77,70,96
49,91,33
23,35,17
27,72,84
29,76,58
1
21,67,31
31,73,14
20,15,83
85,71,64
4,51,21
2
73,27,23
67,66,7
92,74,72
28,22,19
16,6,15
3
2,24,30
23,1,3
9,89,67
50,60,56
49,15,6
4
4,66,81
77,86,72
87,62,92
50,16,2
71,11,38
5
25,48,50
12,37,8
93,31,71
38,41,84
32,83,11
6
76,66,97
7,62,36
54,97,99
71,83,18
25,41,40
7
53,76,41
87,13,5
1,26,94
99,3,59
97,52,24
8
1,48,36
43,96,76
49,57,10
43,3,89
6,56,56
9
86,50,55
35,12,10
2,83,51
48,39,12
91,12,91
10
29,37,1
58,70,42
13,52,79
76,35,99
80,61,6
11
67,79,2
48,99,72
98,25,56
54,71,26
38,71,19
12
49,69,93
73,73,80
52,21,50
78,59,2
68,30,70
13
56,72,72
67,82,73
16,61,68
88,85,83
63,79,10
14
47,4,48
76,55,24
47,59,10
73,59,49
3,89,77
15
31,17,3
12,17,56
90,98,46
59,81,67
74,72,24
16
49,2,39
11,71,1
98,74,48
18,10,60
47,43,66
17
41,16,59
63,59,38
91,12,86
96,18,63
38,50,78
18
24,10,13
70,87,83
71,19,36
12,78,92
76,52,18
19
56,35,23
21,19,78
62,43,66
76,10,58
7,91,34
