10,10,2,1,26946.0
0
1,16
4,60
81,16
95,27
79,54
53,6
43,45
72,82
28,2
82,26
1
89,37
33,9
40,39
65,71
42,99
1,15
88,43
44,51
93,73
79,4
2
23,25
43,44
87,62
61,5
83,18
62,20
81,59
69,43
60,53
96,8
3
67,39
73,93
87,41
72,69
3,27
74,88
43,46
9,20
36,4
44,49
4
81,69
22,74
78,50
24,77
15,97
40,91
41,91
5,35
53,12
64,31
5
48,58
39,28
68,39
23,15
48,5
100,26
12,57
65,4
62,65
20,25
6
44,62
94,68
40,100
42,19
99,13
67,87
17,27
93,5
59,50
92,67
7
15,1
40,6
88,77
12,43
60,6
14,67
99,85
96,40
3,74
98,40
8
82,27
42,26
25,37
36,69
41,99
57,86
16,35
20,21
36,15
2,80
9
72,66
14,27
70,45
71,41
35,19
91,37
74,32
22,10
40,79
44,70
