20,5,3,4,50507.0
0
93,94,47
35,17,14
71,45,88
38,48,63
6,41,56
1
100,65,17
1,74,19
17,47,64
1,91,74
3,94,7
2
9,81,52
29,91,44
53,36,7
59,22,28
18,36,61
3
23,65,21
72,79,42
93,36,1
8,12,63
67,84,67
4
24,21,89
34,92,58
31,12,18
54,10,50
70,99,48
5
1,62,9
8,45,72
83,90,97
8,12,15
74,48,1
6
79,23,60
14,85,12
41,24,55
11,96,6
96,47,30
7
57,7,73
18,26,6
5,60,10
56,76,41
88,2,1
8
62,33,90
84,12,65
74,40,72
92,42,90
38,30,83
9
19,73,67
60,53,76
72,74,28
53,45,17
77,33,36
10
61,99,15
53,94,12
80,93,66
19,61,26
40,69,11
11
28,99,93
100,10,5
34,43,6
20,46,100
72,85,79
12
52,29,88
24,9,60
38,28,94
47,57,33
68,98,31
13
44,20,54
68,8,52
35,70,56
5,96,55
58,25,76
14
71,29,92
33,39,70
65,25,71
39,23,41
30,49,81
15
39,52,18
70,7,43
43,7,58
57,36,91
7,51,47
16
58,80,43
46,11,47
51,21,27
73,24,94
2,77,5
17
70,43,99
42,14,6
64,81,90
40,94,4
86,77,14
18
30,13,11
13,60,100
65,50,13
77,88,3
19,43,38
19
91,57,88
50,7,88
90,23,22
82,4,52
92,80,48
