10,10,3,2,28725.0
0
88,28,92
50,91,55
95,77,33
10,13,72
8,7,43
31,61,46
78,86,77
91,96,6
1,33,65
80,49,39
1
51,86,48
17,72,6
75,23,34
22,65,64
44,60,17
12,41,91
68,56,19
34,15,41
6,17,64
36,96,47
2
56,37,34
79,98,34
67,41,56
22,41,95
63,98,20
72,85,82
57,7,25
20,7,30
24,5,61
34,21,91
3
60,56,15
64,6,57
46,91,72
63,59,64
15,93,19
16,45,12
27,37,24
22,96,66
35,73,85
75,28,75
4
1,68,99
74,24,54
10,32,99
64,87,13
43,4,37
88,88,16
51,48,76
14,42,20
4,11,59
91,85,62
5
59,81,35
77,85,1
43,6,84
80,58,42
94,94,73
17,28,7
83,37,42
8,96,10
71,78,49
12,52,33
6
23,31,99
52,12,3
27,21,50
100,52,37
83,97,84
20,16,39
63,56,95
40,88,78
17,46,86
13,48,66
7
26,63,58
50,61,35
73,77,55
12,97,55
48,79,24
56,81,55
12,6,66
44,60,87
29,83,88
92,20,64
8
68,81,83
68,11,38
60,56,11
62,39,20
17,88,39
32,67,55
38,73,7
71,10,6
66,14,66
55,53,13
9
60,85,93
73,33,46
33,75,11
99,65,3
15,95,85
60,23,24
51,6,11
54,91,39
41,76,93
59,97,86
