50,2,3,11,121110.0
0
62,34,95
4,47,98
1
34,76,52
12,52,59
2
24,96,58
13,61,98
3
42,8,27
98,82,47
4
79,62,24
93,81,61
5
44,30,89
93,64,2
6
45,76,57
60,38,46
7
47,98,12
83,81,100
8
71,76,15
49,76,29
9
40,94,44
49,47,12
10
98,22,99
41,6,8
11
24,26,2
71,58,73
12
88,93,81
76,47,54
13
72,33,98
55,18,25
14
12,1,70
18,13,81
15
96,40,43
65,60,42
16
57,6,55
43,81,6
17
34,58,81
11,42,72
18
51,66,71
49,60,73
19
43,6,28
15,22,44
20
98,20,15
98,81,35
21
81,6,6
75,85,36
22
6,93,23
44,70,19
23
15,99,97
76,20,53
24
23,69,89
9,43,74
25
44,47,25
57,83,41
26
100,60,81
91,38,23
27
54,79,52
5,42,26
28
46,14,46
65,56,14
29
3,8,59
11,21,66
30
61,4,68
70,88,8
31
15,95,76
73,94,90
32
48,18,90
32,18,16
33
19,58,31
91,66,80
34
72,41,84
94,62,46
35
28,20,93
88,10,7
36
56,48,25
14,47,12
37
20,70,36
90,74,46
38
23,31,60
48,46,12
39
90,96,28
96,87,77
40
12,49,95
77,22,24
41
97,62,68
22,44,61
42
5,25,79
4,83,61
43
79,80,63
85,98,39
44
6,1,73
33,80,67
45
29,60,20
86,74,58
46
58,95,19
57,48,24
47
76,5,79
42,61,59
48
62,84,88
5,88,37
49
4,28,8
72,85,61
