20,10,6,14,112727.0
0
70,92,35,28,89,99
56,6,34,38,55,27
27,66,39,91,23,37
1,73,5,10,84,91
38,25,42,63,36,85
54,61,17,2,15,88
23,46,36,30,48,53
2,92,27,28,28,7
33,15,22,96,8,42
87,93,56,19,43,26
1
85,100,68,60,18,14
28,9,61,82,61,9
10,20,94,49,75,44
20,61,50,85,42,50
80,71,74,37,68,37
19,37,77,18,23,76
97,67,87,7,42,99
69,33,29,86,25,20
83,42,55,98,26,91
94,81,76,77,58,3
2
100,98,29,95,40,33
97,21,92,60,75,34
31,98,48,40,8,75
11,50,44,47,14,6
26,41,17,62,16,51
93,6,57,16,85,98
73,6,84,35,52,74
2,37,4,22,68,22
80,71,66,65,84,7
45,74,80,66,22,24
3
22,75,18,90,16,56
11,15,33,38,14,80
10,5,64,44,55,76
97,22,16,26,43,50
46,55,57,11,82,5
19,34,37,20,92,29
67,9,67,61,24,32
63,64,17,55,33,83
67,25,51,97,29,33
33,92,43,48,67,15
4
62,9,80,8,56,38
38,89,35,55,37,84
44,10,48,51,83,69
90,15,21,75,75,16
2,92,50,43,16,93
67,83,40,41,48,56
17,72,40,50,51,67
46,19,56,83,39,25
20,8,71,30,66,18
88,2,22,29,42,35
5
2,58,68,54,83,18
19,64,95,28,78,58
44,80,54,63,84,58
68,14,59,31,35,22
45,46,10,28,66,81
6,12,22,80,63,34
35,97,71,24,61,16
2,25,98,93,7,71
59,69,2,33,9,43
81,53,11,90,36,66
6
8,3,32,16,54,9
60,94,17,60,40,80
50,2,60,23,76,18
94,100,11,88,49,6
9,73,89,59,75,74
18,85,96,98,56,24
27,64,53,96,24,54
36,20,67,94,14,45
56,45,29,38,92,87
88,73,66,18,91,87
7
63,29,70,51,87,59
13,17,99,22,42,55
92,8,80,42,99,49
99,63,44,34,84,73
93,43,44,71,53,3
18,25,67,42,59,16
30,59,5,19,26,82
49,27,38,15,52,13
9,68,82,55,27,8
47,20,46,59,79,32
8
2,92,14,59,91,49
8,70,3,66,94,27
59,11,13,4,95,61
40,61,73,90,17,63
15,61,56,5,20,87
57,65,3,94,80,29
61,18,73,83,40,50
92,6,95,73,30,9
6,44,53,10,55,38
62,15,82,37,69,8
9
86,32,93,95,54,80
100,96,78,81,15,65
27,1,64,48,22,86
97,79,19,22,33,62
72,96,5,97,5,15
53,53,13,65,68,28
15,93,30,41,36,78
23,30,25,94,69,35
51,59,7,87,18,43
86,38,14,3,100,56
10
90,70,53,83,98,17
52,86,81,17,79,84
44,94,42,2,33,53
95,82,83,6,19,66
26,37,94,17,99,15
63,68,25,75,31,57
87,8,59,86,74,68
30,87,64,45,92,23
77,77,51,19,26,32
53,1,90,30,91,34
11
61,21,24,34,89,33
32,21,18,10,41,97
57,66,30,2,29,27
30,60,98,28,92,31
81,21,34,27,7,28
2,64,55,23,88,88
1,56,80,26,45,71
41,93,71,31,1,59
35,59,68,44,93,47
23,11,66,65,15,40
12
43,45,65,23,85,10
31,3,55,77,84,75
30,61,58,25,83,10
81,88,16,14,79,18
53,10,63,51,73,87
72,1,62,93,100,100
78,70,47,78,66,91
1,44,46,44,50,6
60,89,26,93,44,69
72,82,100,14,35,52
13
4,31,11,67,22,26
69,34,75,29,2,78
98,98,96,69,36,45
5,84,48,13,82,79
66,76,12,22,85,80
22,25,92,37,91,15
13,25,25,78,2,45
38,89,76,34,86,56
15,69,97,12,86,82
22,39,80,6,74,1
14
74,99,40,78,28,29
41,84,36,81,66,11
12,86,93,73,92,51
31,27,17,40,60,69
86,97,21,44,42,37
55,74,26,72,72,20
63,12,97,86,15,80
24,39,35,25,84,32
70,36,2,5,94,33
21,54,22,68,70,33
15
76,50,43,35,58,12
75,42,94,6,91,51
14,82,61,23,51,48
4,85,89,38,74,46
76,89,70,100,10,40
46,41,76,69,15,34
19,98,69,39,87,23
4,9,99,18,11,49
58,49,58,15,99,98
28,74,30,74,33,75
16
31,2,61,51,12,12
46,80,79,1,6,44
69,82,88,21,80,13
53,13,88,90,14,50
59,2,94,26,69,56
14,6,37,79,16,47
94,3,76,78,83,71
82,68,53,4,70,62
48,61,94,77,73,96
98,58,91,41,93,100
17
56,100,56,53,14,93
90,42,39,56,88,34
54,27,31,55,80,28
41,56,24,35,64,80
35,77,100,29,51,61
72,69,75,51,3,47
99,26,66,48,48,70
26,18,11,13,44,74
91,82,94,76,67,89
46,88,33,83,39,20
18
6,37,89,32,80,33
37,1,40,46,15,36
6,95,3,37,57,63
35,90,40,16,44,54
10,19,66,99,98,64
50,74,39,87,34,37
1,96,17,80,56,50
78,94,38,64,19,17
34,30,89,91,89,68
24,44,61,88,72,53
19
29,24,46,58,31,89
58,79,39,89,56,22
88,27,15,77,90,77
8,93,87,38,38,32
75,24,52,24,17,37
73,48,17,24,35,31
34,78,68,89,7,15
6,3,30,98,23,88
39,37,70,24,87,9
23,35,54,85,29,32
