50,2,3,17,124005.0
0
18,37,60
95,5,45
1
8,100,37
83,91,35
2
21,70,12
54,24,88
3
58,71,4
84,49,38
4
13,61,32
25,85,18
5
56,63,61
52,71,62
6
13,46,76
79,23,67
7
70,94,83
51,45,41
8
45,99,14
2,92,34
9
98,36,86
20,48,94
10
80,91,31
16,84,38
11
97,41,15
55,37,76
12
24,24,86
14,89,32
13
24,23,16
98,91,41
14
13,55,32
65,99,98
15
93,25,83
34,63,84
16
12,64,5
21,28,23
17
77,10,8
91,10,22
18
16,45,37
96,50,68
19
100,77,10
59,9,26
20
31,27,18
69,78,67
21
47,49,38
41,63,60
22
42,11,3
100,68,24
23
97,34,73
93,52,5
24
83,95,94
19,58,69
25
59,10,71
1,49,17
26
68,9,81
89,48,4
27
51,23,1
74,21,62
28
59,29,86
53,54,68
29
84,9,16
34,99,2
30
9,91,44
25,83,42
31
29,55,54
90,91,63
32
99,43,95
82,55,3
33
51,55,9
73,60,21
34
51,52,55
92,40,65
35
75,60,39
34,19,76
36
94,8,40
61,66,29
37
81,14,10
45,36,58
38
16,82,97
5,51,46
39
69,83,90
81,57,74
40
55,95,92
57,100,66
41
42,14,9
55,90,28
42
24,64,95
65,14,43
43
10,34,67
2,94,6
44
6,47,73
30,66,18
45
51,47,63
61,36,45
46
28,45,27
65,47,66
47
26,21,16
1,94,27
48
34,80,58
34,40,27
49
42,25,33
60,57,57
