50,5,6,1,334678.0
0
20,15,45,20,91,76
54,33,47,67,60,97
9,49,50,25,84,79
27,92,7,27,17,21
13,56,98,71,92,66
1
6,60,1,13,66,20
11,90,43,44,63,34
87,12,18,97,48,13
23,14,70,70,25,89
25,38,2,84,10,61
2
74,92,10,76,39,35
90,91,44,81,47,61
56,95,50,75,97,92
49,20,45,26,53,58
14,14,63,16,96,18
3
6,30,40,47,89,62
89,35,16,81,57,44
49,45,80,93,23,27
1,7,17,24,38,23
17,30,58,12,52,50
4
40,30,28,85,94,25
95,89,46,11,77,80
80,58,81,96,21,9
9,9,41,18,79,21
57,97,2,79,88,75
5
28,93,8,54,61,55
81,33,17,7,82,92
90,15,94,99,12,64
98,89,32,10,6,10
6,79,15,4,88,99
6
34,51,5,7,43,24
83,6,40,75,44,50
54,69,52,91,45,12
3,26,71,77,46,27
61,88,82,24,18,59
7
99,91,100,68,30,74
24,95,77,2,22,44
28,24,40,35,68,70
70,3,63,99,53,77
93,91,56,46,60,61
8
52,41,40,28,74,46
77,22,71,73,13,33
55,31,98,10,22,84
99,38,44,88,31,34
59,34,75,91,88,9
9
10,52,5,94,66,34
87,60,70,88,16,72
21,19,21,28,83,92
35,87,35,82,74,38
36,59,86,39,69,39
10
68,46,86,51,100,80
95,40,39,43,11,90
34,23,16,81,48,60
18,80,96,76,12,33
17,49,92,8,62,9
11
29,26,75,11,35,30
69,17,57,52,37,85
51,15,99,17,28,94
77,46,42,34,47,95
82,19,43,93,74,100
12
15,27,57,23,2,53
60,57,82,86,28,8
80,87,59,72,4,31
79,79,93,28,33,52
72,51,21,7,92,62
13
44,28,73,15,77,12
98,85,82,75,25,71
21,67,88,73,11,66
93,27,93,42,2,57
31,80,65,39,69,82
14
42,44,2,47,5,51
66,16,45,13,88,12
34,54,18,59,65,43
51,99,82,53,21,10
61,91,97,51,21,87
15
60,92,23,40,30,65
16,40,35,47,53,45
11,91,35,76,78,58
44,27,84,5,9,38
34,50,96,28,32,70
16
34,42,42,37,43,1
12,17,84,19,18,10
79,88,67,83,65,39
72,13,27,11,17,7
46,78,32,8,71,74
17
67,80,92,30,4,73
90,20,84,24,20,92
6,22,92,40,9,64
55,53,76,57,6,88
52,68,26,90,71,21
18
71,22,49,91,53,58
38,8,88,3,86,1
77,85,62,63,29,42
89,38,75,85,53,24
47,86,77,45,76,3
19
94,15,19,12,28,47
43,25,7,16,21,44
29,33,88,26,56,94
34,50,55,75,29,60
8,55,61,82,43,56
20
39,38,3,27,81,12
35,66,23,24,16,10
80,94,34,43,97,90
64,24,3,45,48,41
30,21,13,51,95,95
21
84,100,100,71,42,46
41,1,20,50,77,37
48,2,46,67,27,94
51,7,60,21,20,72
65,37,75,74,26,75
22
20,94,69,82,72,94
92,92,53,50,65,75
68,2,13,4,52,81
87,44,99,93,24,68
45,37,40,94,26,5
23
41,23,85,28,96,55
14,33,98,13,56,30
84,57,3,59,82,21
64,34,91,18,4,6
85,82,45,7,24,84
24
80,38,1,57,73,79
30,78,57,61,94,72
66,11,7,34,66,48
75,13,45,99,77,4
95,46,34,22,38,72
25
97,58,67,37,82,6
40,14,99,40,64,14
34,1,88,66,97,67
60,63,74,98,45,10
42,90,52,79,76,21
26
18,76,15,83,26,59
81,99,75,5,81,9
51,71,68,37,87,2
40,90,62,52,89,31
30,2,100,80,89,75
27
40,61,100,83,77,13
40,14,41,84,74,24
99,65,39,18,60,49
63,59,36,14,56,44
31,100,57,36,53,95
28
49,98,57,72,44,54
27,88,57,13,49,38
31,51,9,84,91,15
13,52,67,48,76,48
18,40,10,64,16,56
29
67,64,39,63,71,21
41,53,82,32,35,94
95,27,23,42,12,2
16,11,4,22,85,72
67,26,89,16,35,74
30
86,99,9,35,10,7
11,12,95,17,6,11
83,59,40,60,34,90
72,12,41,88,61,73
56,13,76,36,17,25
31
100,65,8,24,95,9
23,33,42,89,69,20
34,100,62,96,2,66
4,96,64,6,75,24
60,67,83,47,58,35
