20,10,3,3,112068.0
0
21,68,22
92,69,1
98,98,15
68,28,20
32,48,27
6,56,66
66,44,55
69,94,39
88,55,63
53,82,64
1
65,3,79
52,36,42
71,29,62
35,94,36
74,42,74
61,43,19
11,30,46
82,26,11
62,42,45
88,91,43
2
77,81,21
65,90,80
63,36,69
91,59,36
12,88,9
91,82,38
68,50,88
21,55,57
42,98,16
96,84,16
3
79,80,64
55,33,43
29,35,79
53,46,41
10,99,46
100,83,56
40,15,79
52,57,68
77,55,31
93,2,7
4
73,27,45
95,65,24
8,15,51
25,5,11
98,95,42
74,61,84
82,20,23
36,19,17
68,36,98
70,96,28
5
40,99,85
77,22,62
49,53,71
7,73,81
67,99,33
56,84,89
7,11,82
65,5,36
2,27,26
39,71,1
6
10,43,29
57,96,31
48,68,52
52,96,63
14,45,42
34,35,54
3,45,32
75,20,51
6,79,56
63,35,96
7
52,82,90
18,64,18
7,81,43
96,27,51
90,39,80
74,9,14
77,89,20
91,68,45
53,57,95
81,88,20
8
65,47,95
6,22,11
46,42,93
84,85,28
72,32,3
87,64,59
44,41,71
18,12,21
50,24,54
34,28,78
9
48,51,62
83,66,35
37,96,51
1,58,72
79,100,3
62,44,11
86,73,90
73,13,78
65,9,59
62,48,48
10
9,20,74
87,89,36
39,13,40
78,100,22
44,27,87
13,55,36
80,70,23
67,98,87
98,32,67
100,83,44
11
85,74,61
35,57,57
56,45,49
100,41,75
5,62,3
47,42,39
93,79,34
84,91,27
82,40,29
99,56,69
12
61,85,64
14,44,53
73,23,19
93,1,75
35,99,79
7,63,52
89,31,39
15,45,27
47,76,60
60,16,7
13
85,7,15
16,43,83
33,60,59
30,99,37
79,34,31
85,10,85
34,89,69
62,18,23
46,47,60
65,44,52
14
33,14,29
44,35,83
94,82,63
40,13,51
69,43,84
48,60,28
80,86,41
20,31,19
69,47,48
45,71,3
15
100,87,96
75,45,63
96,77,39
63,47,65
13,84,53
52,6,20
68,99,34
81,82,16
100,25,53
22,31,28
16
95,95,84
82,39,57
1,39,3
60,14,33
52,76,57
82,92,13
33,94,64
86,76,63
93,89,32
38,16,72
17
45,92,41
74,44,6
67,92,28
64,37,48
92,99,52
5,16,60
4,25,78
50,13,3
10,59,45
79,87,4
18
85,6,98
14,57,96
5,50,59
74,83,35
74,5,63
70,56,90
77,23,68
41,41,88
13,51,91
20,15,96
19
47,75,100
31,86,71
99,75,55
57,52,87
32,46,26
55,63,31
48,87,46
91,68,77
53,6,63
8,59,17
