10,10,2,24,28994.0
0
89,30
93,99
73,51
16,3
51,68
11,74
100,27
100,57
51,83
54,91
1
13,97
98,38
18,99
61,84
61,94
77,90
20,17
12,59
76,81
19,11
2
37,18
95,22
99,60
18,2
47,100
26,88
92,85
98,66
100,75
27,58
3
52,13
8,53
25,84
1,39
63,74
17,60
86,68
44,50
27,72
94,53
4
67,75
59,32
80,27
28,28
81,94
59,67
70,48
61,11
28,2
47,94
5
2,79
88,68
31,79
28,32
18,87
67,67
8,75
18,100
96,99
34,35
6
83,76
100,29
99,47
48,16
60,71
1,6
52,36
90,88
67,80
69,88
7
22,5
8,60
28,11
32,94
56,51
5,9
13,77
27,31
85,92
87,62
8
23,55
63,89
44,14
84,95
17,85
5,100
92,47
88,44
36,74
89,47
9
5,35
74,36
85,61
72,53
41,55
98,33
36,11
6,36
19,18
19,44
