20,10,2,2,95926.0
0
38,2
75,42
37,32
57,64
84,56
55,13
66,25
7,90
68,48
65,7
1
8,13
93,90
69,62
32,11
40,27
75,11
42,12
9,33
30,56
62,69
2
53,22
81,14
2,63
71,10
71,59
13,6
79,86
52,81
68,41
55,39
3
17,43
98,59
7,53
83,71
84,1
19,55
75,85
26,32
93,10
48,34
4
23,91
96,26
2,52
5,7
24,25
7,24
65,56
43,83
89,43
90,3
5
87,42
18,22
37,95
13,13
38,20
4,52
53,62
5,14
41,10
33,41
6
95,76
73,19
3,13
52,55
32,27
95,67
19,17
18,18
36,5
5,41
7
30,76
17,24
86,23
7,48
49,18
84,4
13,85
95,79
97,6
10,15
8
98,27
33,69
40,27
29,74
13,25
30,83
23,47
24,67
49,15
28,21
9
32,94
77,33
43,53
87,37
43,17
28,39
24,65
52,39
99,39
79,57
10
55,1
23,34
75,66
56,55
25,35
23,96
7,94
75,46
32,56
97,59
11
82,86
61,81
32,36
85,74
71,82
81,47
23,80
61,30
46,52
100,12
12
43,89
23,50
52,48
43,73
9,35
63,98
50,21
48,32
82,66
8,80
13
54,54
39,14
35,61
48,29
32,52
75,90
48,21
37,57
100,35
98,51
14
56,93
41,86
30,44
27,72
75,90
89,90
53,17
98,82
99,74
71,44
15
96,32
20,38
26,91
97,50
64,76
20,39
14,44
61,11
21,83
59,83
16
90,54
26,96
81,71
29,42
35,28
85,37
53,71
43,65
96,55
32,86
17
74,4
53,13
51,94
69,19
38,73
61,76
82,31
79,78
97,98
70,85
18
10,54
13,46
29,87
65,11
13,51
66,84
26,89
60,12
4,32
3,64
19
27,61
17,49
8,61
89,22
100,99
1,13
36,69
79,55
62,71
92,3
