50,5,2,13,279551.0
0
62,94
92,95
24,16
96,72
58,16
1
68,46
24,53
6,3
32,86
65,24
2
53,26
45,47
41,8
54,42
76,11
3
65,51
40,100
94,80
72,60
15,9
4
11,65
35,42
7,96
8,57
24,37
5
57,70
7,11
18,81
79,34
4,91
6
86,66
84,24
63,22
87,61
7,63
7
73,41
53,53
33,19
32,52
95,7
8
49,98
65,31
96,48
72,14
100,56
9
57,44
13,76
95,65
86,92
2,14
10
100,4
5,26
7,91
27,53
95,36
11
22,46
9,76
52,31
38,87
43,14
12
45,31
25,12
70,63
94,41
27,6
13
31,25
67,80
71,14
87,88
95,14
14
46,65
34,35
10,52
43,59
40,39
15
20,4
10,75
32,47
92,3
66,59
16
9,16
46,48
79,82
26,83
47,10
17
24,70
65,38
60,25
63,78
5,89
18
75,81
21,35
97,91
61,75
24,79
19
10,82
51,1
90,64
30,72
8,39
20
79,53
74,21
60,10
9,39
32,21
21
100,25
89,22
8,34
4,8
81,51
22
71,17
68,57
48,67
67,76
32,34
23
43,75
17,95
69,55
41,79
39,49
24
38,3
18,25
12,65
10,51
23,57
25
71,28
55,100
54,31
77,64
5,23
26
92,60
39,10
16,78
54,70
25,75
27
48,27
2,77
47,19
48,19
73,68
28
37,6
19,70
98,83
27,66
72,9
29
12,28
16,51
85,71
8,41
78,95
30
32,66
77,17
77,35
72,25
14,35
31
41,93
71,54
60,63
15,66
29,24
32
23,62
75,63
16,39
49,97
27,47
33
84,5
34,87
61,82
11,86
45,72
34
45,81
83,5
22,48
38,4
67,83
35
18,84
44,38
7,63
20,93
78,93
36
59,36
56,38
43,18
14,42
8,59
37
97,87
74,82
16,47
97,17
66,56
38
66,31
53,65
92,19
31,25
39,30
39
18,9
95,46
5,25
52,83
5,57
40
12,2
11,6
11,100
77,22
70,94
41
7,48
48,25
24,20
44,37
41,11
42
6,41
39,71
30,10
90,1
88,51
43
44,35
29,20
34,53
81,27
4,46
44
43,76
73,52
14,73
90,96
6,21
45
97,71
47,5
53,84
96,93
92,2
46
96,57
32,60
36,39
19,20
19,94
47
16,58
73,4
78,52
25,37
31,62
48
8,40
59,99
71,56
57,81
78,46
49
29,64
30,58
28,5
22,9
73,96
