10,10,6,12,32652.0
0
22,37,17,63,50,20
71,93,40,30,53,84
86,38,23,11,98,50
2,42,34,35,29,5
14,97,43,40,58,95
98,8,94,67,46,42
78,58,99,77,18,61
67,44,73,90,56,46
50,66,55,94,78,24
6,23,28,63,34,10
1
71,24,61,61,57,41
49,76,79,64,34,49
6,91,80,94,80,70
49,10,100,62,14,12
68,70,72,54,93,59
57,6,54,86,45,75
67,92,50,3,97,26
68,1,89,33,98,39
47,45,36,59,48,82
5,64,98,59,54,97
2
46,94,78,85,74,4
58,94,59,18,68,21
26,90,12,89,16,37
74,73,30,12,22,81
61,1,76,49,22,29
34,8,29,22,63,15
63,44,6,44,59,43
31,28,49,56,15,33
32,97,73,71,99,19
20,31,56,62,1,13
3
42,50,47,17,4,12
20,14,51,65,64,96
6,48,40,72,71,23
16,90,48,64,76,59
9,12,61,81,32,61
78,45,67,73,60,8
8,85,96,43,87,82
3,55,97,32,3,5
99,10,20,43,72,36
65,78,99,44,51,21
4
39,56,66,56,53,39
77,79,83,77,2,83
18,33,48,62,74,28
74,77,17,77,72,52
89,28,21,100,78,94
13,60,77,94,64,60
18,44,3,100,73,7
89,6,57,76,72,48
82,38,48,83,22,53
18,12,20,30,73,73
5
64,88,90,15,49,95
35,85,84,99,92,15
63,15,2,72,78,32
8,99,59,14,37,71
93,33,78,95,78,13
2,33,86,99,61,7
10,18,49,30,88,71
42,91,43,6,46,100
20,41,53,53,80,52
7,58,55,21,17,94
6
8,40,89,83,84,52
12,39,31,67,95,98
60,78,35,59,87,33
41,53,30,28,81,6
68,27,49,63,98,75
9,63,18,53,39,56
18,4,59,91,51,73
39,47,74,46,53,95
77,23,67,40,46,90
19,87,48,19,3,32
7
67,16,72,34,48,66
67,45,48,19,17,53
10,9,12,11,90,28
97,56,34,98,65,31
9,18,94,21,29,51
65,36,9,48,28,9
3,52,88,61,74,5
39,40,86,34,17,70
92,39,20,77,11,22
56,100,85,64,44,11
8
43,8,78,43,80,29
72,49,63,85,24,5
38,44,46,74,71,64
98,84,99,99,30,15
86,44,72,91,35,85
2,47,72,78,73,15
20,8,92,20,85,34
87,22,74,81,30,41
1,63,53,58,34,38
66,40,69,19,91,5
9
57,22,19,70,18,15
82,72,3,11,87,78
44,11,97,66,81,76
25,77,27,27,61,40
74,56,69,71,29,97
95,37,83,66,74,83
77,31,47,100,30,15
62,12,69,98,94,97
93,22,74,29,7,98
3,52,51,5,47,91
