50,5,3,26,298524.0
0
44,6,97
13,55,26
8,37,54
2,96,21
91,33,45
1
61,52,94
67,64,5
100,92,47
86,71,2
65,94,75
2
100,53,99
30,26,83
5,17,59
16,86,42
7,53,32
3
26,43,87
36,27,27
100,73,71
42,4,95
55,29,83
4
85,28,44
70,39,62
41,92,97
6,17,21
30,23,63
5
95,68,20
93,61,71
48,18,74
93,11,79
25,16,69
6
44,42,39
24,83,19
52,87,69
58,38,56
80,10,98
7
62,29,32
6,19,63
10,61,9
95,32,27
90,93,49
8
66,61,21
99,19,16
97,22,3
85,63,79
92,89,2
9
2,23,50
22,51,75
37,75,29
12,16,77
19,98,9
10
34,11,98
88,54,99
35,94,73
21,57,6
96,50,57
11
3,54,64
61,13,66
77,11,89
48,44,100
17,57,5
12
88,10,23
32,22,54
72,85,64
50,92,72
18,83,10
13
57,67,7
20,72,10
68,19,30
17,76,11
19,32,97
14
37,60,78
82,93,43
85,42,87
42,53,98
73,61,63
15
65,44,26
99,4,6
44,68,31
66,11,63
26,1,37
16
64,82,31
70,67,30
53,17,32
17,10,61
6,49,93
17
81,5,31
55,91,54
26,45,31
83,79,56
9,85,99
18
92,50,47
41,86,9
37,63,91
1,39,6
65,71,2
19
31,47,58
3,71,21
22,20,31
33,22,12
5,25,83
20
10,64,37
89,46,29
11,94,82
80,69,89
14,25,36
21
87,50,19
97,6,2
58,19,48
88,65,1
16,3,64
22
89,18,11
7,56,24
21,61,89
38,36,14
82,75,16
23
29,96,23
43,5,85
43,30,75
8,79,68
94,84,85
24
48,18,33
84,51,8
55,90,60
21,29,8
14,51,27
25
52,81,87
17,97,55
37,19,99
75,32,65
75,21,49
26
45,97,61
84,71,36
85,92,95
3,30,38
76,61,54
27
23,26,24
58,7,17
5,26,49
17,49,1
88,77,46
28
55,90,34
90,5,54
22,70,36
69,93,55
5,93,69
29
66,36,64
81,13,7
56,2,69
53,89,100
64,45,8
30
52,71,54
35,37,11
86,91,99
38,71,69
65,100,76
31
91,61,99
18,39,81
25,38,99
80,99,78
35,99,59
32
97,70,66
31,13,85
31,37,80
30,5,23
96,68,64
33
71,5,20
29,64,73
55,2,54
92,96,33
32,87,79
34
76,47,35
95,8,64
84,21,57
16,91,90
47,28,28
35
38,54,12
98,19,78
1,2,12
64,91,15
87,85,56
36
18,90,75
15,86,91
3,3,93
93,28,10
95,73,79
37
22,91,3
16,47,30
41,4,1
57,35,85
41,7,10
38
17,80,65
82,43,21
89,26,95
31,10,71
52,42,13
39
78,49,5
57,70,44
72,27,56
15,8,60
8,35,24
40
22,73,65
20,93,28
31,31,62
60,17,89
77,3,73
41
61,89,18
61,66,38
12,100,17
88,78,20
24,19,52
42
7,60,30
37,4,93
5,90,79
95,23,94
20,89,99
43
33,10,14
83,93,10
62,54,53
5,74,19
81,64,89
44
98,29,85
18,75,1
83,93,45
47,41,36
42,45,89
45
47,42,31
75,7,70
30,69,28
99,83,61
73,28,57
46
86,5,33
5,11,91
5,42,18
16,95,65
7,96,57
47
25,22,52
61,8,28
64,91,10
34,2,52
89,55,57
48
50,57,77
45,77,25
26,77,6
71,85,1
95,12,25
49
27,50,21
78,57,96
73,94,61
72,19,6
66,17,26
