50,10,2,27,607667.0
0
43,85
27,38
68,67
36,32
56,60
66,76
36,91
21,36
4,100
73,71
1
30,30
2,50
64,79
65,28
74,43
40,50
81,50
57,91
12,92
21,58
2
14,21
86,15
81,75
32,54
43,96
57,68
24,33
59,100
55,29
5,70
3
22,21
93,74
47,84
37,89
27,34
33,28
14,63
46,86
15,69
5,44
4
23,80
2,9
98,13
52,60
17,4
89,55
79,63
17,80
52,71
15,32
5
67,49
54,60
2,27
25,26
59,63
20,92
73,12
17,48
37,90
61,14
6
82,26
52,94
27,14
70,89
24,76
17,67
18,4
61,27
3,65
32,47
7
14,9
42,21
6,42
14,55
29,100
16,62
18,34
1,33
7,45
53,75
8
82,43
64,96
88,76
27,50
74,67
6,32
49,80
81,1
76,58
80,19
9
62,60
63,7
78,26
37,32
60,6
76,45
20,7
56,64
9,72
16,45
10
100,27
27,78
36,8
83,17
17,17
54,54
11,60
71,82
59,14
100,14
11
24,41
61,86
55,21
29,34
85,73
84,46
59,49
40,61
84,62
35,88
12
30,43
66,71
92,86
93,64
32,21
26,84
58,31
36,34
32,36
49,80
13
62,68
53,94
34,60
14,28
64,92
8,57
82,89
13,48
40,12
98,59
14
8,16
65,19
95,74
29,42
35,63
10,85
63,78
40,54
67,42
81,44
15
83,79
47,100
52,40
44,66
81,79
51,82
30,15
70,46
55,48
61,16
16
75,86
89,98
15,8
80,89
68,23
4,10
30,12
98,13
11,57
43,41
17
88,37
20,54
8,83
93,59
99,41
39,65
54,67
14,50
40,95
55,7
18
10,24
14,42
20,46
55,57
67,96
73,85
50,12
26,38
58,45
100,1
19
26,2
79,81
63,94
3,26
68,46
93,45
22,59
49,87
51,46
24,14
20
78,48
62,88
7,80
94,38
65,24
17,53
8,41
86,40
23,49
14,24
21
26,19
91,27
1,68
73,72
89,43
33,57
100,64
23,94
15,85
48,25
22
64,26
88,48
86,30
94,99
12,65
80,26
33,56
46,18
42,36
48,94
23
46,61
100,56
96,47
17,70
89,44
34,37
11,6
10,64
32,42
27,18
24
57,90
62,81
78,44
53,37
60,78
63,80
72,88
72,3
80,88
7,46
25
62,74
37,85
87,3
63,26
80,2
51,49
18,65
23,4
93,84
15,58
26
69,2
74,54
24,48
92,93
48,56
20,20
90,97
89,29
15,100
82,17
27
28,88
35,75
86,72
50,68
81,69
34,53
37,83
38,82
47,46
43,22
28
57,48
48,70
67,72
27,92
64,80
72,28
62,76
29,83
70,75
43,92
29
18,65
71,92
61,97
95,37
24,8
55,34
72,58
6,19
93,44
26,66
30
21,37
92,36
1,57
29,32
51,61
44,80
81,98
59,30
96,17
79,89
31
26,2
18,24
41,96
90,6
6,75
56,41
46,30
61,47
7,81
32,5
32
71,36
7,72
63,80
11,11
18,92
3,95
40,44
11,34
52,21
75,20
33
14,48
24,40
18,53
23,74
59,55
64,10
67,68
29,82
20,57
58,85
34
76,36
11,38
54,5
73,61
94,87
82,53
53,99
14,11
80,61
33,9
35
96,35
19,20
20,12
72,4
40,27
50,64
28,46
45,15
92,40
82,22
36
12,53
88,53
69,54
69,77
64,10
48,75
77,99
21,71
96,32
39,98
37
36,2
12,86
6,97
77,22
39,87
64,61
24,2
76,4
33,16
18,32
38
15,37
72,17
21,97
90,51
58,77
87,31
6,72
87,42
7,19
13,98
39
74,89
5,38
58,84
63,24
33,70
58,33
7,3
59,58
9,63
5,64
40
79,33
80,88
37,46
29,46
81,28
81,46
72,83
71,67
51,40
31,46
41
83,48
77,9
31,24
91,68
48,60
13,95
41,65
28,56
61,13
62,96
42
99,34
85,21
57,47
44,74
70,90
88,32
47,91
29,29
8,44
26,100
43
89,29
45,43
23,34
42,74
34,15
52,60
24,80
19,36
14,48
30,87
44
30,8
89,45
78,2
47,30
42,11
71,68
48,34
87,98
8,40
36,84
45
71,21
30,82
24,6
79,96
22,3
70,70
71,74
39,73
34,89
68,25
46
63,94
81,77
32,38
38,98
5,23
76,60
76,42
22,40
100,32
21,21
47
17,87
99,38
57,26
54,35
15,10
99,1
55,40
14,12
86,75
90,32
48
89,81
68,34
53,100
11,67
68,47
4,41
9,24
55,77
91,55
21,64
49
8,7
34,37
66,69
50,32
58,90
80,77
6,59
83,57
63,64
4,80
