50,2,2,29,113560.0
0
19,72
90,66
1
87,48
81,9
2
19,7
74,3
3
87,81
54,4
4
78,6
45,96
5
82,67
94,27
6
17,39
91,35
7
52,5
13,46
8
5,52
31,15
9
86,30
9,20
10
20,73
81,62
11
35,40
45,77
12
36,56
40,39
13
90,43
21,4
14
76,71
68,57
15
25,28
26,30
16
75,18
1,52
17
90,84
37,19
18
75,43
23,10
19
22,46
64,60
20
83,61
34,39
21
18,28
93,91
22
58,31
77,29
23
83,43
39,37
24
48,50
53,56
25
43,62
4,31
26
25,63
80,84
27
42,11
5,40
28
12,4
70,71
29
12,84
92,65
30
82,92
4,42
31
42,23
72,21
32
8,84
33,79
33
34,8
77,31
34
70,13
54,23
35
83,24
90,29
36
27,93
45,80
37
50,12
4,59
38
41,92
43,35
39
46,81
78,88
40
85,66
90,68
41
88,86
34,67
42
17,53
73,12
43
51,73
36,52
44
74,18
92,40
45
82,33
69,14
46
67,5
60,10
47
15,70
48,28
48
43,70
94,44
49
90,46
45,74
