50,10,2,2,597946.0
0
40,22
75,88
85,48
42,93
91,35
61,15
22,7
5,57
30,12
50,72
1
6,69
6,49
72,24
35,19
32,80
82,77
61,82
57,51
89,62
41,26
2
17,80
73,73
69,29
74,13
71,62
90,44
78,74
7,47
65,68
39,15
3
75,98
83,97
92,40
66,24
36,54
38,88
99,15
9,68
67,1
30,93
4
35,52
58,6
90,3
55,14
97,55
78,28
70,34
63,31
66,10
4,98
5
89,51
32,64
1,88
57,22
10,72
48,5
72,17
18,51
9,52
32,40
6
6,44
37,50
37,79
65,42
79,3
97,15
61,45
22,40
8,90
2,10
7
59,47
47,4
38,76
86,31
42,58
71,15
37,12
20,61
63,4
10,94
8
47,31
25,67
64,77
18,85
69,31
76,22
77,16
20,31
65,87
16,94
9
11,84
71,63
36,84
6,8
64,33
29,97
19,50
22,69
94,81
33,28
10
22,29
85,63
50,6
94,81
28,41
49,61
18,76
36,36
19,37
62,23
11
18,21
55,37
62,20
65,32
83,32
29,40
96,31
21,81
49,6
99,88
12
87,28
24,18
20,85
58,43
49,13
64,84
46,68
28,40
88,35
86,10
13
59,29
4,80
65,90
11,94
66,97
11,92
96,74
91,19
37,94
85,19
14
36,15
22,77
56,29
46,78
64,48
21,18
66,90
66,30
20,4
98,80
15
29,76
63,99
34,80
71,5
4,78
23,79
30,53
57,57
69,48
11,36
16
45,44
35,99
95,77
40,37
35,94
40,19
77,83
60,29
63,19
55,72
17
25,21
30,27
33,69
28,26
63,87
46,48
89,58
82,81
29,64
70,44
18
12,30
77,26
10,14
50,43
28,15
19,54
33,45
49,89
96,79
49,57
19
46,57
5,46
62,14
62,12
47,80
83,12
84,70
29,30
29,30
47,51
20
22,99
81,84
48,44
3,16
27,43
98,71
40,15
98,100
8,91
94,32
21
94,34
11,10
30,57
25,85
18,4
85,82
84,17
17,5
11,59
30,70
22
23,17
81,56
100,6
51,69
51,81
72,90
96,83
53,54
30,1
97,62
23
3,80
80,53
37,70
70,53
30,77
96,79
66,58
41,55
72,13
74,22
24
80,73
98,43
74,11
12,3
17,80
68,40
75,84
27,68
25,41
2,73
25
32,19
57,48
25,17
80,93
50,78
38,65
96,51
25,88
85,17
8,90
26
11,32
93,97
2,51
42,100
26,26
22,31
77,89
51,78
10,13
85,72
27
49,49
40,88
98,15
10,44
12,96
50,38
90,100
86,33
53,43
78,19
28
25,80
54,100
48,77
61,72
20,56
75,3
7,68
2,1
37,59
1,26
29
24,21
54,6
96,2
68,65
99,69
40,85
25,73
11,26
89,35
80,59
30
32,16
3,47
28,72
67,68
83,85
77,29
13,98
21,80
91,2
40,95
31
35,21
65,19
31,95
54,16
56,5
98,11
3,85
80,63
19,96
72,80
32
81,27
92,69
22,9
17,96
82,13
6,13
47,97
13,1
54,7
96,77
33
63,66
39,73
62,87
4,37
87,82
20,90
5,75
57,87
59,87
52,55
34
86,31
14,5
7,78
40,43
26,10
77,94
91,81
36,18
18,28
50,42
35
96,31
22,61
11,34
62,100
89,23
83,87
45,2
62,49
20,26
30,17
36
100,59
48,6
75,85
35,40
34,66
29,11
64,100
86,37
96,75
28,54
37
2,10
51,11
56,92
66,61
96,92
50,29
95,4
63,26
60,21
20,85
38
41,62
48,70
34,68
31,52
27,77
16,57
5,14
28,66
79,72
70,14
39
1,19
73,42
57,72
67,17
23,87
27,30
87,44
68,55
18,28
36,19
40
85,17
30,38
98,17
19,54
39,10
3,16
34,82
36,19
25,1
47,49
41
50,44
97,57
58,54
2,94
98,52
14,81
82,20
46,16
63,34
31,39
42
23,16
4,70
40,31
79,69
66,73
26,90
73,4
32,91
13,56
78,53
43
34,50
56,67
2,99
20,51
86,94
72,61
38,96
72,45
15,81
81,14
44
58,55
85,92
90,55
15,19
36,63
88,49
83,71
42,89
75,59
49,55
45
39,55
73,21
56,48
77,87
82,6
24,71
21,61
59,90
39,53
79,97
46
36,92
70,24
43,92
38,41
60,49
32,38
38,58
86,72
22,6
7,14
47
25,63
85,50
66,32
47,21
94,95
87,67
10,31
63,17
87,34
23,97
48
6,37
54,96
47,30
41,21
9,84
64,82
8,44
61,18
49,64
59,74
49
71,25
6,7
19,93
96,7
25,5
35,25
26,7
63,60
73,3
93,4
