50,5,6,5,332004.0
0
46,67,97,72,66,34
99,83,100,89,3,39
98,11,55,23,63,36
23,18,13,17,86,15
12,96,98,42,39,84
1
35,40,83,66,97,45
2,19,87,39,97,53
90,10,3,87,89,10
50,69,12,1,64,14
32,62,63,87,75,96
2
63,30,2,80,82,81
43,13,91,39,82,51
2,58,25,64,23,8
40,6,32,82,23,87
39,2,37,39,3,14
3
21,10,57,72,44,55
91,82,27,84,97,40
26,52,9,36,44,47
5,11,21,77,3,33
31,11,21,68,56,69
4
55,55,59,57,45,50
38,52,79,65,99,86
26,49,31,27,98,20
5,73,37,67,96,13
53,65,46,25,11,75
5
75,85,77,1,89,68
61,5,9,97,39,49
15,66,61,8,81,91
21,61,90,30,80,17
35,50,60,69,100,30
6
12,40,89,50,36,21
43,99,4,66,67,94
23,31,19,100,34,81
26,80,53,74,56,81
93,40,92,86,58,87
7
63,28,20,32,63,21
33,76,92,92,22,78
22,84,12,32,30,18
40,1,51,10,67,52
88,79,83,37,52,3
8
46,51,76,20,58,33
48,4,47,93,90,53
80,46,86,68,22,49
11,55,95,75,13,26
36,29,81,98,67,87
9
97,10,20,98,44,72
7,24,41,51,22,11
77,57,35,61,56,7
39,94,39,8,39,19
35,14,37,19,89,87
10
54,41,49,20,55,10
51,8,33,52,39,32
4,93,4,57,21,40
60,51,50,89,2,46
100,92,28,10,28,79
11
91,62,97,68,27,60
37,62,49,49,93,78
29,64,61,94,62,24
40,99,96,23,33,22
62,66,40,89,10,23
12
69,86,63,82,53,99
14,18,97,95,65,19
55,14,21,36,92,75
79,71,60,58,78,73
77,37,85,65,10,75
13
40,89,5,53,91,71
16,23,59,45,52,12
93,2,38,5,72,55
61,25,19,42,67,51
65,35,67,10,4,49
14
21,36,59,10,50,45
51,79,25,81,97,90
69,95,54,41,9,24
4,44,34,15,46,17
65,4,94,62,65,54
15
97,39,60,99,62,1
15,54,75,49,18,3
96,20,85,31,25,49
17,63,4,52,48,99
32,87,72,10,27,61
16
70,76,43,50,89,18
26,42,38,29,47,84
9,21,76,3,40,47
70,73,54,29,91,71
46,78,47,18,38,7
17
44,6,8,36,41,12
96,3,94,52,83,49
98,53,2,48,72,66
6,75,41,73,21,83
34,28,75,82,84,65
18
11,44,68,81,66,32
21,20,48,63,8,22
15,14,53,70,96,50
52,86,6,21,69,78
86,90,24,68,12,33
19
79,65,78,51,45,56
85,76,85,13,92,62
71,15,98,47,34,87
97,71,90,25,50,12
95,100,9,41,31,72
20
29,29,49,50,98,82
99,40,37,76,26,37
60,90,37,30,7,30
38,83,19,56,60,71
96,100,35,44,51,56
21
94,9,14,99,43,45
52,72,83,10,53,1
77,50,40,86,8,48
57,66,64,55,54,4
98,99,94,10,61,70
22
21,87,80,49,13,37
96,81,61,30,3,58
38,70,93,4,20,59
77,64,94,92,90,18
64,26,2,15,76,79
23
55,80,75,40,51,48
20,14,61,38,48,84
51,41,72,75,89,70
69,35,26,71,55,72
38,39,29,89,72,3
24
86,51,67,36,14,39
48,60,74,46,45,95
93,59,26,71,9,44
82,55,92,58,74,77
61,83,17,68,11,45
25
55,11,25,84,3,17
81,30,21,62,52,28
77,12,51,92,81,100
80,37,100,78,64,27
99,74,58,51,67,60
26
88,89,50,47,75,53
38,64,14,69,11,87
62,46,30,35,5,75
56,14,82,74,82,80
57,99,81,45,15,12
27
63,41,54,28,37,36
8,53,7,20,16,5
76,13,50,24,56,79
54,80,54,62,21,99
100,59,65,90,31,28
28
23,23,49,27,63,26
9,73,53,67,23,39
25,54,75,65,10,97
17,6,6,56,61,72
89,79,58,21,55,59
29
16,48,55,75,12,82
39,93,92,60,2,10
21,80,70,28,87,99
76,96,99,33,88,46
38,11,49,36,50,4
30
63,88,14,45,6,1
56,82,89,87,51,45
22,71,43,26,7,5
34,42,48,61,89,84
66,52,69,43,80,24
31
20,20,17,95,7,3
99,50,45,93,87,80
62,83,58,40,83,15
39,35,18,82,8,11
65,85,1,27,37,19
32
1,92,49,94,71,60
23,9,64,4,36,93
55,54,68,61,83,4
85,92,86,72,16,63
79,50,19,16,11,56
33
62,14,19,31,6,34
50,90,44,65,29,51
47,78,78,70,1,96
96,87,81,93,13,53
86,54,46,70,88,14
34
