50,10,3,7,614423.0
0
13,78,40
87,99,85
48,59,41
33,90,90
47,22,29
41,48,97
66,78,60
17,75,41
47,1,45
47,19,36
1
9,13,1
67,63,83
12,42,40
2,79,73
22,23,80
88,87,25
38,53,52
22,77,58
21,47,93
38,71,29
2
46,36,48
92,78,76
41,59,24
56,27,39
67,96,48
43,85,2
7,20,32
88,4,78
93,84,60
21,77,49
3
88,59,100
69,21,70
51,49,11
74,65,18
66,42,80
4,35,6
54,17,7
73,82,40
29,37,15
2,20,30
4
92,98,3
14,85,26
7,95,15
9,32,18
50,31,32
77,69,71
53,66,39
76,53,55
54,68,52
62,26,36
5
95,66,16
46,88,31
74,12,24
22,11,77
2,33,25
90,99,85
52,5,41
54,74,8
35,98,31
53,90,39
6
90,94,33
33,93,97
85,49,97
79,34,39
18,83,9
92,10,2
53,57,2
79,79,82
6,47,27
82,5,30
7
22,53,100
81,12,44
13,81,72
60,14,5
33,3,87
40,36,55
34,98,98
52,30,69
74,72,75
20,19,67
8
40,5,9
40,94,33
95,81,79
63,74,6
90,83,85
44,82,64
83,29,42
65,8,43
35,15,56
32,14,66
9
78,92,21
57,46,5
98,1,53
85,87,73
21,14,43
25,79,84
4,88,2
42,4,91
54,91,62
92,91,37
10
99,65,81
98,16,100
58,79,97
69,91,73
8,26,87
81,30,5
31,76,31
62,46,100
83,86,95
66,14,100
11
28,90,1
89,13,18
12,59,3
79,75,91
37,37,76
42,60,9
69,9,27
33,15,8
24,77,4
56,16,50
12
73,13,91
70,98,43
28,54,10
8,54,64
4,60,51
76,49,62
1,24,42
91,68,80
16,17,61
14,61,62
13
32,21,51
69,84,42
92,83,64
69,98,10
8,45,95
17,65,76
38,9,53
85,89,71
55,30,10
65,46,48
14
17,85,41
54,59,49
91,63,70
57,79,85
1,42,95
39,16,11
55,86,96
49,77,12
12,46,27
37,3,82
15
41,19,99
39,18,55
78,99,80
53,85,75
56,73,58
53,67,55
79,74,2
7,60,72
23,65,16
52,2,34
16
15,98,32
64,76,91
83,55,35
86,6,38
73,62,6
27,71,31
40,13,1
31,9,13
10,48,46
63,97,82
17
62,7,9
69,29,2
88,85,61
65,40,79
3,65,24
97,33,45
49,2,88
91,80,38
30,20,4
16,26,6
18
20,17,26
73,99,82
32,84,45
35,7,32
48,58,11
30,26,98
72,34,33
63,21,81
60,71,10
17,15,77
19
50,84,92
41,82,90
62,30,48
11,42,85
37,73,49
7,87,50
56,8,58
91,56,53
35,63,12
19,35,27
20
38,94,95
52,83,72
29,34,68
42,38,76
59,44,14
88,43,63
77,67,6
4,41,66
30,19,55
83,75,61
21
82,31,52
7,56,30
95,8,10
57,78,67
81,20,92
12,96,6
79,44,80
23,64,71
32,92,95
30,23,69
22
43,80,93
90,49,72
30,34,41
15,10,55
90,10,90
8,50,45
12,41,84
13,28,66
20,98,22
22,54,20
23
79,99,26
49,98,44
66,71,30
36,93,79
79,50,7
43,20,5
93,39,70
70,19,41
19,49,87
60,88,77
24
10,95,25
65,65,48
12,46,65
52,74,37
5,79,39
66,60,10
68,68,18
77,79,11
82,60,69
1,99,64
25
51,54,13
47,33,46
91,67,95
2,85,81
55,14,67
57,7,4
11,28,53
41,9,19
24,2,9
54,26,47
26
58,51,78
14,31,52
40,83,58
24,88,43
76,71,46
49,70,35
23,13,92
22,17,66
78,68,41
27,99,42
27
33,14,34
32,5,13
82,74,33
23,51,60
30,52,25
20,42,14
46,31,12
6,91,34
83,29,3
70,4,38
28
42,29,12
5,99,5
22,42,79
6,38,58
48,38,90
62,56,77
12,60,14
29,45,73
42,9,83
65,36,53
29
75,89,14
61,20,66
39,61,11
19,58,15
79,77,20
63,22,39
11,78,70
91,63,69
26,31,30
28,8,55
30
47,45,85
80,58,99
51,9,31
46,44,17
91,18,1
90,20,17
57,80,56
13,85,63
59,86,4
5,12,23
31
69,6,71
45,100,93
44,89,9
58,24,84
76,35,70
71,92,77
71,32,29
91,90,15
12,73,66
74,56,71
32
32,47,39
5,48,18
87,42,83
51,33,3
95,50,4
81,44,51
40,27,18
78,2,7
66,71,79
44,2,74
33
9,43,64
88,23,64
42,1,98
99,56,90
32,86,53
22,20,78
69,23,99
21,43,2
45,32,66
51,41,25
34
12,17,26
41,72,35
67,89,34
20,8,74
34,12,68
35,38,36
56,92,97
21,100,6
35,24,40
44,94,64
35
82,75,60
24,58,25
99,12,32
86,79,21
91,12,14
83,66,5
66,100,100
83,98,21
86,76,29
70,5,59
36
36,28,68
44,99,83
59,23,78
6,30,18
11,85,56
43,16,41
47,55,82
59,31,95
25,57,49
10,7,59
37
18,57,60
85,94,72
92,90,63
94,54,81
43,83,95
78,63,31
20,38,54
4,48,85
61,97,98
5,45,3
38
18,89,12
13,77,18
43,2,93
100,48,66
85,99,28
51,92,67
22,43,99
9,59,99
