10,10,6,10,32442.0
0
65,46,42,5,5,22
50,45,84,23,68,38
85,84,33,85,70,72
37,73,13,83,36,61
48,72,18,67,90,81
62,36,1,17,73,97
82,88,91,4,20,53
18,63,23,47,22,100
59,58,93,20,50,61
63,8,67,6,40,9
1
11,98,77,97,44,17
84,80,37,64,79,52
28,8,99,97,14,36
80,74,68,85,10,58
17,84,79,74,51,89
41,36,85,51,65,3
63,49,13,92,3,11
49,9,98,35,44,43
48,11,61,11,98,20
9,26,76,49,92,87
2
55,50,46,88,45,67
98,42,29,39,35,68
90,35,5,18,83,98
10,4,63,63,31,83
74,29,21,91,83,96
32,28,17,14,53,62
34,50,58,38,33,4
84,97,86,43,74,14
60,50,16,58,46,10
75,29,98,58,68,100
3
41,48,28,38,4,58
52,13,50,80,32,68
23,30,91,51,66,79
25,67,59,34,3,44
15,10,80,93,7,15
16,99,71,97,73,71
43,87,25,85,92,61
91,2,14,71,7,75
66,3,21,32,21,7
63,94,90,89,82,30
4
26,98,57,65,16,45
100,79,73,12,51,61
13,68,85,82,56,67
84,15,63,87,38,64
42,91,13,49,57,70
45,16,14,64,66,89
89,63,46,46,55,19
66,13,30,73,80,7
54,17,12,26,29,22
20,36,10,57,95,29
5
96,91,37,6,97,60
74,65,84,63,99,6
46,63,17,20,42,6
93,50,80,97,29,56
2,65,72,79,4,15
58,88,11,61,58,2
69,61,61,53,76,98
17,31,12,79,73,26
39,45,75,95,85,66
8,26,29,30,23,95
6
76,49,30,93,3,54
29,69,3,92,61,18
4,88,71,35,5,57
79,36,7,4,21,51
52,68,2,78,50,2
7,57,25,65,39,5
23,46,93,79,92,51
87,56,27,39,48,41
76,19,23,18,24,11
10,34,84,50,24,88
7
79,43,85,92,41,3
46,99,11,59,6,38
91,72,64,38,27,67
82,12,14,88,31,62
9,53,96,32,17,47
3,42,28,39,50,72
58,27,5,92,67,98
40,35,49,65,41,86
69,69,97,78,5,55
4,56,76,41,86,31
8
37,92,14,12,22,24
13,71,71,73,86,95
10,37,42,17,99,80
68,1,96,5,72,97
92,58,83,29,83,49
87,44,80,73,61,2
86,44,19,79,5,16
44,69,92,39,96,77
82,34,88,97,40,99
32,49,63,17,3,98
9
65,51,51,38,53,35
88,38,80,78,70,32
81,92,88,77,28,80
29,40,37,43,13,41
19,92,18,62,42,35
87,81,80,99,86,97
59,16,20,37,100,29
70,83,27,65,18,25
52,92,18,19,90,87
95,3,58,4,45,20
